driver,month,n_bugs,n_files,n_lines
RUBY,2018-05,0,0,0
RUBY,2018-06,0,0,0
RUBY,2018-07,0,0,0
RUBY,2018-08,0,37,1803
RUBY,2018-09,0,37,1803
RUBY,2018-10,0,37,1803
RUBY,2018-11,0,37,1803
RUBY,2018-12,0,37,1803
RUBY,2019-01,0,37,1799
RUBY,2019-02,0,37,1799
RUBY,2019-03,0,37,1799
RUBY,2019-04,1,37,1799
RUBY,2019-05,0,37,1799
RUBY,2019-06,0,37,1799
RUBY,2019-07,1,45,2732
RUBY,2019-08,0,45,2732
RUBY,2019-09,0,45,2732
RUBY,2019-10,0,45,2732
RUBY,2019-11,0,45,2732
RUBY,2019-12,1,45,2732
RUBY,2020-01,0,45,2732
RUBY,2020-02,0,45,2732
RUBY,2020-03,0,45,2819
RUBY,2020-04,0,83,4972
RUBY,2020-05,0,86,5084
RUBY,2020-06,0,86,5084
RUBY,2020-07,0,86,5084
RUBY,2020-08,1,86,5084
RUBY,2020-09,0,86,5084
RUBY,2020-10,0,86,5084
RUBY,2020-11,1,86,5084
RUBY,2020-12,0,86,5084
RUBY,2021-01,0,86,5084
RUBY,2021-02,0,86,5084
RUBY,2021-03,1,87,5337
RUBY,2021-04,0,87,5337
RUBY,2021-05,0,88,5611
RUBY,2021-06,1,88,5612
RUBY,2021-07,0,88,5613
RUBY,2021-08,0,88,5627
RUBY,2021-09,0,88,5627
RUBY,2021-10,0,91,6042
RUBY,2021-11,1,99,6698
RUBY,2021-12,0,99,6698
RUBY,2022-01,0,100,6787
RUBY,2022-02,0,118,8579
RUBY,2022-03,0,118,8659
RUBY,2022-04,1,125,11392
RUBY,2022-05,0,140,13035
RUBY,2022-06,0,141,13125
RUBY,2022-07,1,141,13125
RUBY,2022-08,0,141,13125
RUBY,2022-09,0,141,13125
RUBY,2022-10,0,141,13125
RUBY,2022-11,0,147,13426
RUBY,2022-12,0,147,13426
RUBY,2023-01,0,147,13426
RUBY,2023-02,0,147,13426
RUBY,2023-03,0,147,13426
RUBY,2023-04,0,147,13426
RUBY,2023-05,0,147,13426
RUBY,2023-06,0,147,13426
RUBY,2023-07,0,147,13426
RUBY,2023-08,0,147,13426
RUBY,2023-09,0,147,13426
RUBY,2023-10,0,148,13753
RUBY,2023-11,0,148,13753
RUBY,2023-12,0,148,13753
RUBY,2024-01,0,148,13753
RUBY,2024-02,0,148,13753
RUBY,2024-03,0,148,13753
RUBY,2024-04,0,148,13753
RUBY,2024-05,0,148,13753
RUBY,2024-06,0,148,13755
RUBY,2024-07,0,148,13755
RUBY,2024-08,0,148,13782
RUBY,2024-09,0,148,13784
RUBY,2024-10,0,148,13784
RUBY,2024-11,0,148,13784
RUBY,2024-12,0,148,13784
RUBY,2025-01,0,148,13784
RUBY,2025-02,0,148,13784
RUBY,2025-03,0,148,13784
RUBY,2025-04,0,148,13784
RUBY,2025-05,0,148,13784
RUBY,2025-06,0,148,13784
RUBY,2025-07,0,148,13784
RUBY,2025-08,0,148,13784
RUBY,2025-09,0,152,14142
RUBY,2025-10,0,152,14142
RUBY,2025-11,0,152,14142
RUBY,2025-12,0,152,14142
RUBY,2026-01,0,152,14142
RUBY,2026-02,0,152,14142
RUBY,2026-03,0,152,14112
RUST,2019-05,0,0,0
RUST,2019-06,1,0,0
RUST,2019-07,0,0,0
RUST,2019-08,0,0,0
RUST,2019-09,0,0,0
RUST,2019-10,0,0,0
RUST,2019-11,2,88,9755
RUST,2019-12,0,88,9755
RUST,2020-01,2,88,9755
RUST,2020-02,0,88,9755
RUST,2020-03,0,88,9755
RUST,2020-04,0,88,9755
RUST,2020-05,0,88,9755
RUST,2020-06,0,88,9755
RUST,2020-07,0,88,9755
RUST,2020-08,0,88,9755
RUST,2020-09,0,88,9755
RUST,2020-10,1,88,9755
RUST,2020-11,0,88,9755
RUST,2020-12,0,88,9755
RUST,2021-01,0,88,9755
RUST,2021-02,0,88,9755
RUST,2021-03,3,174,18062
RUST,2021-04,1,174,18062
RUST,2021-05,0,174,18062
RUST,2021-06,0,174,18062
RUST,2021-07,0,202,30677
RUST,2021-08,0,202,30677
RUST,2021-09,0,202,30677
RUST,2021-10,0,202,30677
RUST,2021-11,0,202,30677
RUST,2021-12,0,202,30677
RUST,2022-01,0,202,30677
RUST,2022-02,0,202,30677
RUST,2022-03,0,202,30677
RUST,2022-04,0,204,30501
RUST,2022-05,0,206,30862
RUST,2022-06,0,270,43526
RUST,2022-07,0,270,43526
RUST,2022-08,0,270,43526
RUST,2022-09,0,270,43526
RUST,2022-10,0,270,43526
RUST,2022-11,0,270,43526
RUST,2022-12,0,270,43526
RUST,2023-01,0,270,43526
RUST,2023-02,0,270,43526
RUST,2023-03,0,270,43526
RUST,2023-04,0,270,43526
RUST,2023-05,0,270,43526
RUST,2023-06,0,270,43526
RUST,2023-07,0,270,43526
RUST,2023-08,0,270,43526
RUST,2023-09,0,270,43526
RUST,2023-10,0,270,43526
RUST,2023-11,0,270,43526
RUST,2023-12,0,270,43526
RUST,2024-01,0,270,43526
RUST,2024-02,0,270,43526
RUST,2024-03,0,270,43526
RUST,2024-04,1,270,43526
RUST,2024-05,0,298,53110
RUST,2024-06,0,298,53110
RUST,2024-07,0,298,53110
RUST,2024-08,0,298,53128
RUST,2024-09,0,298,53128
RUST,2024-10,0,312,55578
RUST,2024-11,0,314,55916
RUST,2024-12,0,314,55916
RUST,2025-01,0,314,55916
RUST,2025-02,0,314,55916
RUST,2025-03,0,328,57463
RUST,2025-04,0,328,57463
RUST,2025-05,0,328,57463
RUST,2025-06,0,328,57463
RUST,2025-07,0,328,57463
RUST,2025-08,0,328,57463
RUST,2025-09,0,328,57463
RUST,2025-10,0,328,57463
RUST,2025-11,0,328,57463
RUST,2025-12,0,328,57463
RUST,2026-01,0,328,57463
RUST,2026-02,0,328,57463
RUST,2026-03,0,328,57463
RUST,2026-04,0,328,57463
SWIFT,2018-02,0,0,0
SWIFT,2018-03,1,32,3662
SWIFT,2018-04,0,32,3662
SWIFT,2018-05,0,32,3662
SWIFT,2018-06,0,32,3662
SWIFT,2018-07,3,32,3662
SWIFT,2018-08,0,32,3671
SWIFT,2018-09,0,32,3671
SWIFT,2018-10,0,34,4785
SWIFT,2018-11,0,34,4785
SWIFT,2018-12,0,34,4785
SWIFT,2019-01,1,34,4785
SWIFT,2019-02,0,34,4785
SWIFT,2019-03,0,34,4785
SWIFT,2019-04,0,34,4785
SWIFT,2019-05,0,34,4785
SWIFT,2019-06,0,34,4785
SWIFT,2019-07,0,34,4785
SWIFT,2019-08,0,34,4785
SWIFT,2019-09,0,34,4785
SWIFT,2019-10,0,35,4894
SWIFT,2019-11,0,35,4894
SWIFT,2019-12,0,35,4894
SWIFT,2020-01,0,35,4894
SWIFT,2020-02,0,35,4894
SWIFT,2020-03,0,35,4894
SWIFT,2020-04,0,35,4894
SWIFT,2020-05,0,35,4894
SWIFT,2020-06,0,35,4894
SWIFT,2020-07,0,35,4894
SWIFT,2020-08,0,35,4894
SWIFT,2020-09,0,35,4894
SWIFT,2020-10,0,35,4894
SWIFT,2020-11,0,35,4894
SWIFT,2020-12,0,35,4894
SWIFT,2021-01,0,70,6852
SWIFT,2021-02,2,70,6852
SWIFT,2021-03,0,70,6852
SWIFT,2021-04,0,71,7414
SWIFT,2021-05,0,71,7414
SWIFT,2021-06,0,128,18129
SWIFT,2021-07,0,128,18129
SWIFT,2021-08,1,139,23107
SWIFT,2021-09,0,139,23107
SWIFT,2021-10,0,141,23735
SWIFT,2021-11,0,141,23735
SWIFT,2021-12,0,149,25198
SWIFT,2022-01,0,149,25198
SWIFT,2022-02,0,149,25198
SWIFT,2022-03,0,149,25198
SWIFT,2022-04,0,149,25198
SWIFT,2022-05,0,149,25198
SWIFT,2022-06,0,153,25453
SWIFT,2022-07,0,195,33826
SWIFT,2022-08,0,195,33826
